mixture,system,x_NaCl,pair,r_A,g_r
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.33,1.244452492793737
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.35,1.2563589660455647
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.37,1.2606377320137399
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.390000000000001,1.2693887382438256
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.41,1.2836553995324116
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.43,1.2846496472744968
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.45,1.2924620647822098
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.470000000000001,1.291953931700181
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.49,1.301137334008127
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.51,1.3089768085133016
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.53,1.3069912447993162
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.550000000000001,1.3148634363257758
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.57,1.3172967146236605
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.59,1.3142205187424794
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.61,1.3145280608051801
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.63,1.322464368841196
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.65,1.3216750588434365
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.67,1.3100030282451214
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.6899999999999995,1.3124165417246836
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.71,1.306565095430925
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.73,1.298625486317588
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.75,1.3019767784455012
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.77,1.294062554757321
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.79,1.286853765463161
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.8100000000000005,1.2835942053742613
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.83,1.273728980836603
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.85,1.267196615640111
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.87,1.257009919265057
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.890000000000001,1.2521763076799604
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.91,1.2413942413930832
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.93,1.2297345178025603
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.95,1.2263840562765382
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.970000000000001,1.2120098570671562
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,5.99,1.2072631051018505
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.01,1.193439950289338
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.03,1.1859823977153008
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.050000000000001,1.1694108362930595
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.07,1.1593997825978586
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.09,1.1520909654175169
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.11,1.13514011647816
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.130000000000001,1.1258098082636854
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.15,1.119155918620499
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.17,1.111026967731603
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.1899999999999995,1.093542698588445
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.21,1.0913330669107484
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.23,1.0791668601555533
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.25,1.0636179887543462
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.27,1.05570254166994
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.29,1.0426720822145044
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.3100000000000005,1.033361880644413
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.33,1.0265324039476018
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.35,1.0124474645922426
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.37,1.0056127730994882
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.390000000000001,1.001661011234239
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.41,0.9870023147652316
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.43,0.9783897980415779
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.45,0.9739213392757087
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.470000000000001,0.9661177907089434
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.49,0.9630600612869636
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.51,0.9496302672250287
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.53,0.9475598821920126
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.550000000000001,0.9344348974773824
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.57,0.9379648111235825
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.59,0.924666003874728
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.61,0.9181858116399357
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.630000000000001,0.9143089821897628
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.65,0.9077633672735244
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.67,0.8991723642786953
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.6899999999999995,0.8998336881676325
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.71,0.8977641887005431
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.73,0.8941648980679916
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.75,0.8869442252533309
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.77,0.8797046886214727
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.79,0.8761292978182761
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.8100000000000005,0.8748426589992794
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.83,0.869960201458199
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.85,0.8691212505390681
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.87,0.8680786662428387
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.890000000000001,0.8686081138187403
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.91,0.86688806490459
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.93,0.8637382600932703
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.95,0.8628135518579968
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.970000000000001,0.8630431195344844
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,6.99,0.8591486512671406
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.01,0.8602449867663925
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.03,0.8599203801582698
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.050000000000001,0.8592797212978815
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.07,0.8577251397356396
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.09,0.8595970403870972
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.11,0.8610283312110583
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.130000000000001,0.8631926574051112
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.15,0.8572799425330522
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.17,0.8605626943794652
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.1899999999999995,0.8619429495285059
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.21,0.8663898570999589
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.23,0.8659222045036373
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.25,0.8643474042872071
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.27,0.8676716705505119
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.29,0.8716902908134722
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.3100000000000005,0.8750592685122741
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.33,0.8787794102549281
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.35,0.8773101752085872
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.37,0.8789041457669545
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.390000000000001,0.8838040176739654
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.41,0.8829898083063809
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.43,0.8848337079715621
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.45,0.8900462725150491
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.470000000000001,0.8946364112760812
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.49,0.89596707877078
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.51,0.9028193437864968
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.53,0.9041521636906749
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.550000000000001,0.9034223128335612
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.57,0.9095323821467046
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.59,0.9149542035561494
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.61,0.914399789511612
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.630000000000001,0.9203542436946668
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.65,0.9188301656146689
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.67,0.9285727320457077
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.6899999999999995,0.9328970544029112
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.71,0.9346874936031035
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.73,0.9380541161831427
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.75,0.9453898031511153
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.77,0.9439623683146615
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.79,0.9524330614168722
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.8100000000000005,0.9535515739570631
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.83,0.9605522364009613
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.85,0.9651378068619042
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.87,0.9660520207026951
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.890000000000001,0.9706689297406482
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.91,0.9742954026729667
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.93,0.977623167131677
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.95,0.9820718104729852
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.970000000000001,0.987121733715505
MgCl2-NaCl,cl4000,0.3333333333333333,X-Cl,7.99,0.9916960662137236
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.01,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.03,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.05,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.07,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.09,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.11,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.13,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.15000000000000002,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.16999999999999998,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.19,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.21000000000000002,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.22999999999999998,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.25,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.27,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.29000000000000004,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.31,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.33,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.35,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.37,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.39,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.41000000000000003,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.43,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.45,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.47,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.49,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.51,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.53,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.55,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.5700000000000001,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.59,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.61,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.63,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.65,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.67,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.6900000000000001,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.71,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.73,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.75,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.77,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.79,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.81,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.8300000000000001,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.85,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.87,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.89,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.91,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.93,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.95,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.97,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,0.99,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.01,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.03,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.05,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.07,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.09,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.11,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.1300000000000001,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.15,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.17,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.19,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.21,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.23,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.25,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.27,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.29,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.31,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.33,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.35,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.37,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.3900000000000001,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.4100000000000001,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.43,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.45,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.47,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.49,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.51,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.53,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.55,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.57,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.59,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.61,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.6300000000000001,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.6500000000000001,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.67,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.69,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.71,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.73,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.75,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.77,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.79,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.81,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.83,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.85,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.87,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.8900000000000001,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.9100000000000001,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.93,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.95,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.97,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,1.99,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.01,0.0
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.0300000000000002,0.00012297553992625444
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.05,0.00024117548224885095
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.0700000000000003,0.00035480645478738575
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.09,0.0013921937715579173
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.1100000000000003,0.0031871624195148724
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.13,0.004579686881374513
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.1500000000000004,0.010305335347863213
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.17,0.019048687238798077
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.1900000000000004,0.03032529088954182
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.21,0.05001195752300968
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.2300000000000004,0.08060800506443094
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.25,0.12182516527202174
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.2700000000000005,0.17348358325487986
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.29,0.2451664670797691
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.31,0.32660274450889126
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.33,0.42538174330048534
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.3499999999999996,0.5606827452709993
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.37,0.7105927381122766
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.3899999999999997,0.8390143321402315
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.41,1.0242567902882418
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.4299999999999997,1.1757632865459458
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.45,1.346521227578901
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.4699999999999998,1.5052207887651285
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.49,1.6807370480646153
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.51,1.8458249057555267
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.5300000000000002,1.985156016486002
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.55,2.1206074430508157
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.5700000000000003,2.2286004883843766
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.59,2.337852793958552
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.6100000000000003,2.4273642471841796
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.63,2.4988001572247835
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.6500000000000004,2.546811416605131
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.67,2.5545800012947626
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.6900000000000004,2.5689102589511905
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.71,2.615869668649644
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.7300000000000004,2.581014306036149
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.75,2.5952075411084206
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.7700000000000005,2.562622456166768
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.79,2.532524536857533
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.81,2.488195226856078
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.83,2.4611868707648124
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.8499999999999996,2.375354953888411
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.87,2.3274139698899328
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.8899999999999997,2.300226976323861
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.91,2.2379572711416724
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.9299999999999997,2.1580416799509443
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.95,2.105644462869279
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.9699999999999998,2.0707168563502645
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,2.99,2.00847300119202
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.01,1.958993891963532
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.0300000000000002,1.8930335028205183
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.05,1.8303723374996448
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.0700000000000003,1.7690704898536822
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.09,1.705959625082718
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.1100000000000003,1.6902712907634934
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.13,1.630253967554113
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.1500000000000004,1.5828558425593307
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.17,1.5569951564470852
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.1900000000000004,1.49834017388543
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.21,1.459513846236099
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.2300000000000004,1.4246886272527761
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.25,1.3809637924589913
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.2700000000000005,1.3397627953462543
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.29,1.3003012726152943
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.3100000000000005,1.2868554143527964
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.33,1.2400476536270164
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.3499999999999996,1.2149896002844867
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.37,1.1741054684823231
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.3899999999999997,1.1458727506332747
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.41,1.1223599257769301
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.4299999999999997,1.0992729118059175
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.45,1.0729826380942045
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.4699999999999998,1.0545048510990966
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.49,1.0328423731575807
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.51,1.0011968918547256
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.5300000000000002,0.990128067820949
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.55,0.9574896915186926
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.5700000000000003,0.9390776149500465
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.59,0.9286435271746628
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.6100000000000003,0.9009223409788858
MgCl2-NaCl,cl4000,0.3333333333333333,Na-Cl,3.63,0.8941373889284294
